"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"Y","Alleghany Corporation","593.13","$9.07B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","26.48","$3.33B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","43.6","$581.65M","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","139.05","$2.25B","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","79.08","$7.51B","2013","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/alle",
"ALGRU","Allegro Merger Corp.","10.0699","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algru",
"ALNA","Allena Pharmaceuticals, Inc.","11.67","$241.52M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/alna",
"AGN","Allergan plc.","176.52","$59.85B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agn",
"ALE","Allete, Inc.","77.71","$3.98B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.19","$112.84M","2002","n/a","n/a","https://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","244.16","$13.53B","2001","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ads",
"AMMA","Alliance MMA, Inc.","0.31","$4.61M","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/amma",
"AFB","Alliance National Municipal Income Fund Inc","12.62","$362.76M","2002","n/a","n/a","https://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","17.1","$154.29M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/aoi",
"ARLP","Alliance Resource Partners, L.P.","18","$3.97B","1999","Energy","Coal Mining","https://www.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","11.55","$995.95M","1993","n/a","n/a","https://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","28.85","$2.81B","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","43.14","$9.99B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/lnt",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","9.195","$167.87M","2017","n/a","n/a","https://www.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","6.99","$622.96M","2003","n/a","n/a","https://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","6.02","$452.51M","2003","n/a","n/a","https://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","23.87","$245.42M","2015","n/a","n/a","https://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","23","$637.31M","2007","n/a","n/a","https://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.71","$1.2B","2005","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nfj",
"AHPI","Allied Healthcare Products, Inc.","2.79","$11.2M","1992","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","48.53","$460.15M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.2466","$11.24M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/alqa",
"ALSN","Allison Transmission Holdings, Inc.","40.97","$5.63B","2012","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alsn",
"ALLT","Allot Communications Ltd.","5.4","$181.37M","2006","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","12.25","$2.18B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","92.9","$32.65B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","25.88","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","26.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","25.475","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","26.04","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","26.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","27.11","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^f",
"ALL^G","Allstate Corporation (The)","26.13","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^g",
"ALLY","Ally Financial Inc.","27.34","$11.76B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","26.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.713","$79.6M","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","108.05","$10.86B","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","14.22","$339.57M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","3.45","$48.95M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1183.48","$821.98B","2004","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1201.26","$834.33B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","26.8988","$29.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","2.87","$121.64M","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","8.12","$112.46M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alpn",
"SWIN","ALPS/Dorsey Wright Sector Momentum ETF","31.6527","$11.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/swin",
"AMR","Alta Mesa Resources, Inc.","6.9","$2.65B","2017","Finance","Business Services","https://www.nasdaq.com/symbol/amr",
"AMRWW","Alta Mesa Resources, Inc.","1.449","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/amrww",
"AABA","Altaba Inc.","74.61","$60.43B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","34.73","$2.25B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/altr",
"AYX","Alteryx, Inc.","40.93","$2.48B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","18.96","$13.97B","2017","Consumer Services","Television Services","https://www.nasdaq.com/symbol/atus",
"ALT","Altimmune, Inc.","0.454","$15.77M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","65.25","$105.17M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","31.76","$546.42M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","43.9","$1.29B","2006","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aimc",
"MO","Altria Group","58.01","$109.79B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","10.32","$6.15B","2001","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/ach",
"ALZH","Alzheon, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/alzh",
"AMAG","AMAG Pharmaceuticals, Inc.","22","$755.19M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","3.02","$886.62M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","12.87","$90.49M","n/a","Basic Industries","Other Specialty Stores","https://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1796.62","$871.77B","1997","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","20.21","$916.16M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","9.6699","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","39.03","$1.3B","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/amba",
"AMBR","Amber Road, Inc.","9.13","$249.53M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","4.71","$74.03B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/abev",
"AMBO","Ambow Education Holding Ltd.","5.79","$112.75M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ambo",
"AMC","AMC Entertainment Holdings, Inc.","17","$2.18B","2013","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","63.42","$3.64B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/amcx",
"DIT","AMCON Distributing Company","81.25","$55.58M","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dit",
"DOX","Amdocs Limited","68.75","$9.8B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","0.54","$3.9M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","95.01","$3.01B","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","376.35","$7.38B","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","61.37","$14.95B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","13.25","$630.25M","2010","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/amrc",
"AMRH","Ameri Holdings, Inc.","1.1065","$20.79M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.1814","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","6.375","$385.39M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","17.505","$57.82B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AMOV","America Movil, S.A.B. de C.V.","17.505","$57.82B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","17.74","$58.59B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","36.33","$17.01B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","38.49","$1.82B","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","16.3","$1.82B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","42.79","$5.85B","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/acc",
"ACSF","American Capital Senior Floating, Ltd.","12.35","$123.5M","2014","n/a","n/a","https://www.nasdaq.com/symbol/acsf",
"AEO","American Eagle Outfitters, Inc.","23.01","$4.06B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","70.38","$34.66B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aep",
"AETI","American Electric Technologies, Inc.","1.31","$11.47M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeti",
"AEL","American Equity Investment Life Holding Company","35.52","$3.2B","2003","Finance","Life Insurance","https://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","101.15","$87.03B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/axp",
"AFG","American Financial Group, Inc.","107.47","$9.56B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.14","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","25.89","n/a","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afgh",
"AMH","American Homes 4 Rent","22.7","$6.72B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/amh",
"AMH^D","American Homes 4 Rent","25.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^d",
"AMH^E","American Homes 4 Rent","25.851","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^e",
"AMH^F","American Homes 4 Rent","24.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^f",
"AMH^G","American Homes 4 Rent","24.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^g",
"AIG","American International Group, Inc.","54.3","$48.74B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aig.ws",
"ALN","American Lorain Corporation","0.203","$13.16M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/aln",
"AMID","American Midstream Partners, LP","10.5","$555.02M","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/amid",
"AMNB","American National Bankshares, Inc.","40.95","$355.76M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","123.1","$3.31B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","11.1","$603.48M","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","44.65","$732.22M","2007","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","41.53","$792.55M","2006","Capital Goods","Railroads","https://www.nasdaq.com/symbol/arii",
"ARL","American Realty Investors, Inc.","16.45","$263.15M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/arl",
"ARA","American Renal Associates Holdings, Inc","15.46","$501.48M","2016","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ara",
"AMRB","American River Bankshares","15.6","$91.8M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amrb",
"AMS","American Shared Hospital Services","2.8","$15.99M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ams",
"AMSWA","American Software, Inc.","15.89","$483.16M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/amswa",
"AWR","American States Water Company","59.38","$2.18B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/awr",
"AMSC","American Superconductor Corporation","5","$104.89M","1991","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/amsc",
"AMT","American Tower Corporation (REIT)","143.76","$63.49B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/amt",
"AVD","American Vanguard Corporation","22.45","$670.49M","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","87.25","$15.53B","2008","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/awk",
"AMWD","American Woodmark Corporation","92.15","$1.62B","1986","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","63.7","$443.19M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/crmt",
"USAS","Americas Silver Corporation","3.03","$129.24M","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/usas",
"COLD","Americold Realty Trust","21.54","$3.07B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cold",
"APU","AmeriGas Partners, L.P.","41.96","$3.9B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","142.27","$20.57B","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/amp",
"ABCB","Ameris Bancorp","52.1","$2.48B","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","58.9","$1.13B","2005","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.15","$74.84M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","28.796","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrvp",
"ABC","AmerisourceBergen Corporation (Holding Co)","86.8","$19.08B","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/abc",
